level_b,ensg_id,gene_name,uniprot_id
cytosol,ENSG00000115841,RMDN2,Q96LZ7
nucleoplasm,ENSG00000088247,KHSRP,Q92945
cytosol,ENSG00000198520,C1orf228,Q6PIY5
nucleoplasm,ENSG00000168883,USP39,Q53GS9
nucleoplasm,ENSG00000115128,SF3B6,Q9Y3B4
cytosol,ENSG00000060138,YBX3,P16989
nucleoplasm,ENSG00000159256,MORC3,Q14149
nucleoplasm,ENSG00000125122,LRRC29,Q8WV35
nucleoplasm,ENSG00000163029,SMC6,Q96SB8
cytosol,ENSG00000124659,TBCC,Q15814
cytosol,ENSG00000065308,TRAM2,Q15035
cytosol,ENSG00000213139,CRYGS,P22914
cytosol,ENSG00000145819,ARHGAP26,Q9UNA1
nucleoplasm,ENSG00000177138,FAM9B,Q8IZU0
cytosol,ENSG00000073792,IGF2BP2,Q9Y6M1
nucleoplasm,ENSG00000144840,RABL3,Q5HYI8
nucleoplasm,ENSG00000163806,SPDYA,Q5MJ70
nucleoplasm,ENSG00000253729,PRKDC,P78527
nucleoplasm,ENSG00000077713,SLC25A43,Q8WUT9
cytosol,ENSG00000115970,THADA,Q6YHU6
nucleoplasm,ENSG00000135100,HNF1A,
nucleoplasm,ENSG00000121988,ZRANB3,Q5FWF4
nucleoplasm,ENSG00000170634,ACYP2,P14621
nucleoplasm,ENSG00000189195,BTBD8,
nucleoplasm,ENSG00000243667,WDR92,Q96MX6
cytosol,ENSG00000119865,CNRIP1,Q96F85
nucleoplasm,ENSG00000100023,PPIL2,Q13356
nucleoplasm,ENSG00000138231,DBR1,Q9UK59
nucleoplasm,ENSG00000198909,MAP3K3,Q99759
cytosol,ENSG00000123600,METTL8,
nucleoplasm,ENSG00000161217,PCYT1A,P49585
nucleoplasm,ENSG00000143891,GALM,Q96C23
nucleoplasm,ENSG00000168016,TRANK1,O15050
nucleoplasm,ENSG00000144591,GMPPA,Q96IJ6
nucleoplasm,ENSG00000115241,PPM1G,O15355
nucleoplasm,ENSG00000163320,CGGBP1,Q9UFW8
nucleoplasm,ENSG00000168137,SETD5,Q9C0A6
cytosol,ENSG00000147255,IGSF1,Q8N6C5
nucleoplasm,ENSG00000213079,SCAF8,Q9UPN6
nucleoplasm,ENSG00000105258,POLR2I,P36954
cytosol,ENSG00000072832,CRMP1,Q14194
cytosol,ENSG00000144596,GRIP2,
nucleoplasm,ENSG00000124787,RPP40,O75818
nucleoplasm,ENSG00000139651,ZNF740,Q8NDX6
cytosol,ENSG00000172824,CES4A,Q5XG92
cytosol,ENSG00000144034,TPRKB,Q9Y3C4
cytosol,ENSG00000111897,SERINC1,Q9NRX5
cytosol,ENSG00000119574,ZBTB45,Q96K62
cytosol,ENSG00000251664,PCDHA12,Q9UN75
nucleoplasm,ENSG00000099284,H2AFY2,Q9P0M6
nucleoplasm,ENSG00000118579,MED28,Q9H204
nucleoplasm,ENSG00000156463,SH3RF2,Q8TEC5
nucleoplasm,ENSG00000019102,VSIG2,Q96IQ7
cytosol,ENSG00000130449,ZSWIM6,Q9HCJ5
nucleoplasm,ENSG00000130997,POLN,Q7Z5Q5
cytosol,ENSG00000112855,HARS2,P49590
nucleoplasm,ENSG00000108590,MED31,Q9Y3C7
nucleoplasm,ENSG00000214022,REPIN1,Q9BWE0
cytosol,ENSG00000164039,BDH2,Q9BUT1
cytosol,ENSG00000167106,FAM102A,Q5T9C2
cytosol,ENSG00000142002,DPP9,Q86TI2
nucleoplasm,ENSG00000162642,C1orf52,Q8N6N3
nucleoplasm,ENSG00000126767,ELK1,P19419
cytosol,ENSG00000128656,CHN1,P15882
cytosol,ENSG00000077279,DCX,O43602
nucleoplasm,ENSG00000163530,DPPA2,Q7Z7J5
nucleoplasm,ENSG00000163935,SFMBT1,Q9UHJ3
cytosol,ENSG00000114491,UMPS,P11172
nucleoplasm,ENSG00000158773,USF1,P22415
nucleoplasm,ENSG00000134013,LOXL2,Q9Y4K0
nucleoplasm,ENSG00000215440,NPEPL1,Q8NDH3
nucleoplasm,ENSG00000145743,FBXL17,Q9UF56
cytosol,ENSG00000071127,WDR1,O75083
cytosol,ENSG00000145375,SPATA5,Q8NB90
nucleoplasm,ENSG00000145337,PYURF,Q96I23
nucleoplasm,ENSG00000174611,KY,Q8NBH2
cytosol,ENSG00000152413,HOMER1,Q86YM7
nucleoplasm,ENSG00000184178,SCFD2,Q8WU76
cytosol,ENSG00000170445,HARS,P12081
nucleoplasm,ENSG00000120051,CFAP58,Q5T655
cytosol,ENSG00000113312,TTC1,Q99614
nucleoplasm,"ENSG00000015479,ENSG00000280987",MATR3,P43243
nucleoplasm,ENSG00000177733,HNRNPA0,Q13151
cytosol,ENSG00000164164,OTUD4,Q01804
nucleoplasm,ENSG00000259956,RBM15B,Q8NDT2
nucleoplasm,ENSG00000109814,UGDH,O60701
cytosol,ENSG00000124181,PLCG1,P19174
cytosol,ENSG00000121964,GTDC1,Q4AE62
nucleoplasm,ENSG00000154556,SORBS2,O94875
nucleoplasm,ENSG00000163623,NKX6-1,P78426
cytosol,ENSG00000197603,C5orf42,Q9H799
cytosol,ENSG00000115137,DNAJC27,Q9NZQ0
nucleoplasm,ENSG00000154814,OXNAD1,Q96HP4
cytosol,ENSG00000164163,ABCE1,P61221
nucleoplasm,ENSG00000090316,MAEA,Q7L5Y9
cytosol,ENSG00000170871,KIAA0232,Q92628
nucleoplasm,ENSG00000112984,KIF20A,O95235
cytosol,ENSG00000172053,QARS,P47897
nucleoplasm,ENSG00000157152,SYN2,
cytosol,ENSG00000151611,MMAA,Q8IVH4
nucleoplasm,ENSG00000038219,BOD1L1,Q8NFC6
nucleoplasm,ENSG00000039123,SKIV2L2,P42285
cytosol,ENSG00000184182,UBE2F,Q969M7
nucleoplasm,ENSG00000145216,FIP1L1,Q6UN15
nucleoplasm,ENSG00000134453,RBM17,Q96I25
nucleoplasm,ENSG00000184465,WDR27,A2RRH5
nucleoplasm,ENSG00000047315,POLR2B,P30876
cytosol,ENSG00000203797,DDO,Q99489
cytosol,ENSG00000088538,DOCK3,Q8IZD9
nucleoplasm,ENSG00000163714,U2SURP,O15042
nucleoplasm,ENSG00000156990,RPUSD3,Q6P087
nucleoplasm,ENSG00000054965,FAM168A,Q92567
nucleoplasm,ENSG00000011405,PIK3C2A,O00443
nucleoplasm,ENSG00000086475,SEPHS1,P49903
cytosol,ENSG00000136560,TANK,Q92844
nucleoplasm,ENSG00000198218,QRICH1,Q2TAL8
cytosol,ENSG00000189319,FAM53B,Q14153
nucleoplasm,ENSG00000165338,HECTD2,Q5U5R9
cytosol,ENSG00000178996,SNX18,Q96RF0
cytosol,ENSG00000166295,ANAPC16,Q96DE5
nucleoplasm,ENSG00000037474,NSUN2,Q08J23
nucleoplasm,ENSG00000148606,POLR3A,O14802
cytosol,ENSG00000180644,PRF1,P14222
cytosol,ENSG00000180834,MAP6D1,Q9H9H5
nucleoplasm,ENSG00000145388,METTL14,Q9HCE5
nucleoplasm,ENSG00000143801,PSEN2,P49810
cytosol,ENSG00000178597,PSAPL1,Q6NUJ1
nucleoplasm,ENSG00000171813,PWWP2B,Q6NUJ5
nucleoplasm,ENSG00000084710,EFR3B,Q9Y2G0
nucleoplasm,ENSG00000197748,CFAP43,Q8NDM7
nucleoplasm,ENSG00000204175,GPRIN2,O60269
nucleoplasm,ENSG00000115368,WDR75,Q8IWA0
nucleoplasm,ENSG00000091010,POU4F3,Q15319
nucleoplasm,ENSG00000152133,GPATCH11,Q8N954
nucleoplasm,ENSG00000096746,HNRNPH3,P31942
cytosol,ENSG00000145692,BHMT,Q93088
cytosol,ENSG00000005175,RPAP3,Q9H6T3
cytosol,ENSG00000067248,DHX29,Q7Z478
nucleoplasm,ENSG00000137656,BUD13,Q9BRD0
nucleoplasm,ENSG00000197283,SYNGAP1,Q96PV0
nucleoplasm,ENSG00000137720,C11orf1,Q9H5F2
nucleoplasm,ENSG00000203780,FANK1,Q8TC84
cytosol,ENSG00000257727,CNPY2,Q9Y2B0
nucleoplasm,ENSG00000148840,PPRC1,Q5VV67
cytosol,ENSG00000172890,NADSYN1,Q6IA69
nucleoplasm,ENSG00000149292,TTC12,Q9H892
cytosol,ENSG00000084110,HAL,P42357
nucleoplasm,ENSG00000109911,ELP4,Q96EB1
cytosol,ENSG00000154114,TBCEL,Q5QJ74
cytosol,ENSG00000136003,ISCU,Q9H1K1
nucleoplasm,ENSG00000139637,C12orf10,Q9HB07
cytosol,ENSG00000123352,SPATS2,Q86XZ4
nucleoplasm,ENSG00000139719,VPS33A,Q96AX1
nucleoplasm,ENSG00000139714,MORN3,Q6PF18
nucleoplasm,ENSG00000110057,UNC93B1,Q9H1C4
nucleoplasm,ENSG00000172425,TTC36,A6NLP5
nucleoplasm,ENSG00000114767,RRP9,O43818
cytosol,ENSG00000044574,HSPA5,P11021
cytosol,ENSG00000174989,FBXW8,Q8N3Y1
cytosol,"ENSG00000104818,ENSG00000104826,ENSG00000104827,ENSG00000189052,ENSG00000196337,ENSG00000213030,ENSG00000267335,ENSG00000267631","CGB2,LHB,CGB,CGB5,CGB7,CGB8,CTB-60B18.6,CGB1","P01229,P0DN86,P0DN87,A6NKQ9"
cytosol,"ENSG00000104818,ENSG00000104826,ENSG00000104827,ENSG00000189052,ENSG00000196337,ENSG00000213030,ENSG00000267631","CGB2,LHB,CGB,CGB5,CGB7,CGB8,CGB1","P01229,P0DN86,P0DN87,A6NKQ9"
cytosol,ENSG00000099204,ABLIM1,O14639
nucleoplasm,ENSG00000136159,NUDT15,Q9NV35
nucleoplasm,ENSG00000146083,RNF44,Q7L0R7
nucleoplasm,ENSG00000166788,SAAL1,Q96ER3
cytosol,ENSG00000160695,VPS11,Q9H270
cytosol,ENSG00000151948,GLT1D1,Q96MS3
nucleoplasm,ENSG00000187778,MCRS1,Q96EZ8
nucleoplasm,ENSG00000146267,FAXC,Q5TGI0
cytosol,ENSG00000138641,HERC3,Q15034
cytosol,ENSG00000007047,MARK4,Q96L34
nucleoplasm,ENSG00000149782,PLCB3,Q01970
cytosol,ENSG00000100526,CDKN3,Q16667
nucleoplasm,ENSG00000149761,NUDT22,Q9BRQ3
cytosol,ENSG00000142102,ATHL1,Q32M88
cytosol,ENSG00000140463,BBS4,Q96RK4
cytosol,ENSG00000150764,DIXDC1,Q155Q3
nucleoplasm,ENSG00000161800,RACGAP1,Q9H0H5
cytosol,ENSG00000133112,TPT1,P13693
nucleoplasm,ENSG00000108443,RPS6KB1,P23443
cytosol,ENSG00000158077,NLRP14,Q86W24
cytosol,ENSG00000149972,CNTN5,O94779
cytosol,ENSG00000165714,BORCS5,Q969J3
nucleoplasm,ENSG00000083642,PDS5B,Q9NTI5
nucleoplasm,ENSG00000173212,MAB21L3,Q8N8X9
nucleoplasm,ENSG00000185480,PARPBP,Q9NWS1
cytosol,ENSG00000156232,WHAMM,Q8TF30
cytosol,ENSG00000174370,C11orf45,Q8TAV5
cytosol,ENSG00000086015,MAST2,Q6P0Q8
cytosol,ENSG00000167994,RAB3IL1,Q8TBN0
nucleoplasm,ENSG00000176102,CSTF3,Q12996
cytosol,ENSG00000172766,NAA16,Q6N069
cytosol,ENSG00000173465,SSSCA1,O60232
nucleoplasm,ENSG00000204130,RUFY2,Q8WXA3
cytosol,ENSG00000170442,KRT86,O43790
nucleoplasm,ENSG00000087302,C14orf166,Q9Y224
nucleoplasm,ENSG00000163605,PPP4R2,Q9NY27
nucleoplasm,ENSG00000138286,FAM149B1,Q96BN6
nucleoplasm,ENSG00000138593,SECISBP2L,Q93073
cytosol,ENSG00000150776,C11orf57,Q6ZUT1
cytosol,ENSG00000137806,NDUFAF1,Q9Y375
cytosol,ENSG00000005810,MYCBP2,O75592
cytosol,ENSG00000125246,CLYBL,Q8N0X4
cytosol,ENSG00000167173,C15orf39,Q6ZRI6
nucleoplasm,ENSG00000001461,NIPAL3,Q6P499
cytosol,ENSG00000164506,STXBP5,Q5T5C0
cytosol,ENSG00000134440,NARS,O43776
nucleoplasm,ENSG00000091490,SEL1L3,Q68CR1
nucleoplasm,ENSG00000128645,HOXD1,Q9GZZ0
cytosol,ENSG00000258289,CHURC1,Q8WUH1
nucleoplasm,ENSG00000136104,RNASEH2B,Q5TBB1
cytosol,ENSG00000204381,LAYN,Q6UX15
cytosol,ENSG00000103942,HOMER2,Q9NSB8
cytosol,ENSG00000136111,TBC1D4,O60343
nucleoplasm,ENSG00000047346,FAM214A,Q32MH5
cytosol,ENSG00000142303,ADAMTS10,Q9H324
cytosol,ENSG00000140263,SORD,Q00796
nucleoplasm,ENSG00000151503,NCAPD3,P42695
nucleoplasm,ENSG00000198252,STYX,Q8WUJ0
cytosol,ENSG00000078237,TIGAR,Q9NQ88
cytosol,ENSG00000165899,OTOGL,Q3ZCN5
cytosol,ENSG00000077274,CAPN6,Q9Y6Q1
nucleoplasm,ENSG00000134330,IAH1,Q2TAA2
cytosol,ENSG00000152240,HAUS1,Q96CS2
nucleoplasm,ENSG00000021776,AQR,O60306
nucleoplasm,ENSG00000140400,MAN2C1,Q9NTJ4
nucleoplasm,ENSG00000179071,CCDC89,Q8N998
nucleoplasm,ENSG00000166321,NUDT13,Q86X67
nucleoplasm,ENSG00000151365,THRSP,Q92748
cytosol,ENSG00000121380,BCL2L14,Q9BZR8
nucleoplasm,ENSG00000099769,IGFALS,P35858
nucleoplasm,ENSG00000166503,RP11-382A20.3,Q9Y3E1
cytosol,ENSG00000147166,ITGB1BP2,Q9UKP3
cytosol,ENSG00000174013,FBXO45,P0C2W1
nucleoplasm,ENSG00000103067,ESRP2,Q9H6T0
nucleoplasm,ENSG00000166839,ANKDD1A,Q495B1
nucleoplasm,ENSG00000137770,CTDSPL2,Q05D32
cytosol,ENSG00000122299,ZC3H7A,Q8IWR0
cytosol,ENSG00000103599,IQCH,Q86VS3
cytosol,ENSG00000033170,FUT8,Q9BYC5
nucleoplasm,ENSG00000242372,EIF6,P56537
nucleoplasm,ENSG00000154845,PPP4R1,Q8TF05
nucleoplasm,ENSG00000104129,DNAJC17,Q9NVM6
cytosol,ENSG00000088682,COQ9,O75208
nucleoplasm,ENSG00000150667,FSIP1,Q8NA03
nucleoplasm,ENSG00000111445,RFC5,P40937
cytosol,ENSG00000110172,CHORDC1,Q9UHD1
cytosol,ENSG00000162390,ACOT11,Q8WXI4
nucleoplasm,ENSG00000166946,CCNDBP1,O95273
cytosol,ENSG00000103091,WDR59,Q6PJI9
cytosol,ENSG00000119333,WDR34,Q96EX3
cytosol,ENSG00000125818,PSMF1,Q92530
cytosol,ENSG00000130703,OSBPL2,Q9H1P3
nucleoplasm,ENSG00000140320,BAHD1,Q8TBE0
nucleoplasm,ENSG00000181938,GINS3,Q9BRX5
cytosol,ENSG00000121281,ADCY7,P51828
nucleoplasm,ENSG00000139899,CBLN3,Q6UW01
cytosol,ENSG00000137841,PLCB2,Q00722
cytosol,ENSG00000162104,ADCY9,O60503
cytosol,ENSG00000065427,KARS,Q15046
nucleoplasm,ENSG00000153406,NMRAL1,Q9HBL8
nucleoplasm,ENSG00000162076,FLYWCH2,Q96CP2
cytosol,ENSG00000103876,FAH,P16930
cytosol,ENSG00000196655,TRAPPC4,Q9Y296
nucleoplasm,ENSG00000058600,POLR3E,Q9NVU0
cytosol,ENSG00000105676,ARMC6,Q6NXE6
nucleoplasm,ENSG00000126261,UBA2,Q9UBT2
cytosol,ENSG00000125743,SNRPD2,P62316
cytosol,ENSG00000105398,SULT2A1,Q06520
cytosol,ENSG00000100505,TRIM9,Q9C026
cytosol,ENSG00000248712,CCDC153,Q494R4
cytosol,ENSG00000104866,PPP1R37,O75864
cytosol,ENSG00000168488,ATXN2L,Q8WWM7
cytosol,ENSG00000128050,PAICS,P22234
nucleoplasm,ENSG00000164808,SPIDR,Q14159
cytosol,ENSG00000087086,FTL,P02792
cytosol,ENSG00000113504,SLC12A7,Q9Y666
nucleoplasm,ENSG00000111049,MYF5,P13349
cytosol,ENSG00000105254,TBCB,Q99426
cytosol,ENSG00000010361,FUZ,Q9BT04
nucleoplasm,ENSG00000031003,FAM13B,Q9NYF5
nucleoplasm,ENSG00000160392,C19orf47,Q8N9M1
cytosol,ENSG00000187068,C3orf70,A6NLC5
cytosol,ENSG00000119698,PPP4R4,Q6NUP7
nucleoplasm,ENSG00000169612,FAM103A1,Q9BTL3
cytosol,ENSG00000142694,EVA1B,Q9NVM1
nucleoplasm,ENSG00000183826,BTBD9,Q96Q07
cytosol,ENSG00000061938,TNK2,Q07912
cytosol,ENSG00000188997,KCTD21,Q4G0X4
nucleoplasm,ENSG00000154059,IMPACT,Q9P2X3
nucleoplasm,ENSG00000142549,IGLON5,A6NGN9
cytosol,ENSG00000130811,EIF3G,O75821
cytosol,ENSG00000099331,MYO9B,Q13459
nucleoplasm,ENSG00000104852,SNRNP70,P08621
cytosol,ENSG00000132004,FBXW9,Q5XUX1
cytosol,"ENSG00000074211,ENSG00000156475,ENSG00000175470,ENSG00000221914","PPP2R2C,PPP2R2B,PPP2R2D,PPP2R2A","Q9Y2T4,Q00005,Q66LE6,P63151"
nucleoplasm,"ENSG00000173480,ENSG00000198466","ZNF417,ZNF587","Q8TAU3,Q96SQ5"
nucleoplasm,ENSG00000213085,CFAP45,Q9UL16
nucleoplasm,ENSG00000171148,TADA3,O75528
cytosol,ENSG00000145730,PAM,P19021
cytosol,ENSG00000101443,WFDC2,Q14508
nucleoplasm,ENSG00000157303,SUSD3,Q96L08
cytosol,ENSG00000176076,KCNE5,Q9UJ90
cytosol,ENSG00000067221,STOML1,Q9UBI4
cytosol,ENSG00000133027,PEMT,Q9UBM1
nucleoplasm,ENSG00000184677,ZBTB40,Q9NUA8
nucleoplasm,ENSG00000139697,SBNO1,A3KN83
cytosol,ENSG00000100162,CENPM,Q9NSP4
nucleoplasm,ENSG00000124562,SNRPC,P09234
nucleoplasm,ENSG00000186314,PRELID2,Q8N945
nucleoplasm,"ENSG00000171314,ENSG00000226784","PGAM1,PGAM4","P18669,Q8N0Y7"
cytosol,ENSG00000159714,ZDHHC1,Q8WTX9
cytosol,ENSG00000158286,RNF207,Q6ZRF8
cytosol,ENSG00000167264,DUS2,Q9NX74
cytosol,ENSG00000168710,AHCYL1,O43865
nucleoplasm,ENSG00000095787,WAC,Q9BTA9
nucleoplasm,ENSG00000215883,CYB5RL,Q6IPT4
cytosol,ENSG00000168061,SAC3D1,
cytosol,ENSG00000168476,REEP4,Q9H6H4
cytosol,ENSG00000138767,CNOT6L,Q96LI5
nucleoplasm,ENSG00000132677,RHBG,Q9H310
cytosol,ENSG00000148459,PDSS1,Q5T2R2
cytosol,ENSG00000105186,ANKRD27,Q96NW4
nucleoplasm,ENSG00000198938,MT-CO3,P00414
nucleoplasm,ENSG00000133398,MED10,Q9BTT4
cytosol,ENSG00000187123,LYPD6,Q86Y78
cytosol,ENSG00000240065,PSMB9,P28065
nucleoplasm,ENSG00000087087,SRRT,Q9BXP5
cytosol,ENSG00000166106,ADAMTS15,Q8TE58
nucleoplasm,ENSG00000006634,DBF4,Q9UBU7
cytosol,ENSG00000135069,PSAT1,Q9Y617
nucleoplasm,ENSG00000103249,CLCN7,P51798
nucleoplasm,ENSG00000123427,METTL21B,Q96AZ1
cytosol,ENSG00000090372,STRN4,Q9NRL3
cytosol,ENSG00000105499,PLA2G4C,Q9UP65
cytosol,ENSG00000144445,KANSL1L,A0AUZ9
cytosol,"ENSG00000167131,ENSG00000214447","CCDC103,FAM187A","Q8IW40,A6NFU0"
nucleoplasm,ENSG00000168769,TET2,Q6N021
nucleoplasm,ENSG00000130711,PRDM12,Q9H4Q4
cytosol,ENSG00000116127,ALMS1,
nucleoplasm,ENSG00000108055,SMC3,Q9UQE7
cytosol,ENSG00000100380,ST13,P50502
cytosol,ENSG00000075702,WDR62,O43379
nucleoplasm,ENSG00000244462,RBM12,Q9NTZ6
nucleoplasm,ENSG00000184497,TMEM255B,Q8WV15
cytosol,ENSG00000064545,TMEM161A,Q9NX61
nucleoplasm,ENSG00000031823,RANBP3,Q9H6Z4
nucleoplasm,ENSG00000160570,DEDD2,Q8WXF8
cytosol,ENSG00000130377,ACSBG2,Q5FVE4
nucleoplasm,ENSG00000198736,MSRB1,Q9NZV6
nucleoplasm,ENSG00000142546,NOSIP,Q9Y314
cytosol,ENSG00000163818,LZTFL1,Q9NQ48
nucleoplasm,ENSG00000154781,CCDC174,Q6PII3
nucleoplasm,ENSG00000100949,RABGGTA,Q92696
nucleoplasm,ENSG00000106013,ANKRD7,Q92527
nucleoplasm,ENSG00000122779,TRIM24,O15164
cytosol,ENSG00000131037,EPS8L1,Q8TE68
nucleoplasm,ENSG00000166704,ZNF606,Q8WXB4
cytosol,ENSG00000204673,AKT1S1,Q96B36
cytosol,ENSG00000179222,MAGED1,Q9Y5V3
nucleoplasm,ENSG00000167208,SNX20,Q7Z614
nucleoplasm,ENSG00000213865,C8orf44,Q96CB5
cytosol,ENSG00000145014,TMEM44,Q2T9K0
nucleoplasm,ENSG00000138399,FASTKD1,Q53R41
cytosol,ENSG00000172663,TMEM134,Q9H6X4
nucleoplasm,ENSG00000244752,CRYBB2,P43320
cytosol,ENSG00000147224,PRPS1,P60891
nucleoplasm,"ENSG00000198205,ENSG00000198455","ZXDA,ZXDB","P98168,P98169"
cytosol,ENSG00000152380,FAM151B,Q6UXP7
cytosol,ENSG00000162384,C1orf123,Q9NWV4
nucleoplasm,ENSG00000236104,ZBTB22,O15209
nucleoplasm,ENSG00000115875,SRSF7,Q16629
nucleoplasm,ENSG00000137965,IFI44,Q8TCB0
cytosol,ENSG00000072310,SREBF1,P36956
cytosol,ENSG00000165915,SLC39A13,Q96H72
cytosol,ENSG00000105063,PPP6R1,Q9UPN7
nucleoplasm,ENSG00000205937,RNPS1,Q15287
cytosol,ENSG00000180611,MB21D2,Q8IYB1
cytosol,ENSG00000171724,VAT1L,Q9HCJ6
cytosol,ENSG00000118997,DNAH7,Q8WXX0
nucleoplasm,ENSG00000148584,A1CF,Q9NQ94
cytosol,ENSG00000134318,ROCK2,O75116
nucleoplasm,ENSG00000156860,FBRS,Q9HAH7
nucleoplasm,ENSG00000176386,CDC26,Q8NHZ8
nucleoplasm,ENSG00000134480,CCNH,P51946
cytosol,ENSG00000088726,TMEM40,Q8WWA1
nucleoplasm,ENSG00000198003,CCDC151,A5D8V7
cytosol,ENSG00000090861,AARS,P49588
nucleoplasm,ENSG00000173120,KDM2A,Q9Y2K7
cytosol,ENSG00000117410,ATP6V0B,Q99437
cytosol,ENSG00000105865,DUS4L,O95620
nucleoplasm,ENSG00000168090,COPS6,Q7L5N1
nucleoplasm,ENSG00000165802,NSMF,Q6X4W1
nucleoplasm,ENSG00000127324,TSPAN8,P19075
nucleoplasm,ENSG00000131791,PRKAB2,O43741
cytosol,ENSG00000141034,GID4,Q8IVV7
nucleoplasm,ENSG00000108406,DHX40,Q8IX18
nucleoplasm,ENSG00000183309,ZNF623,O75123
nucleoplasm,ENSG00000127995,CASD1,Q96PB1
nucleoplasm,ENSG00000198740,ZNF652,Q9Y2D9
nucleoplasm,ENSG00000131470,PSMC3IP,Q9P2W1
nucleoplasm,ENSG00000197483,ZNF628,Q5EBL2
cytosol,ENSG00000116984,MTR,Q99707
nucleoplasm,ENSG00000169548,ZNF280A,P59817
nucleoplasm,ENSG00000104518,GSDMD,P57764
cytosol,ENSG00000010165,METTL13,Q8N6R0
cytosol,ENSG00000113300,CNOT6,Q9ULM6
nucleoplasm,ENSG00000138670,RASGEF1B,Q0VAM2
nucleoplasm,ENSG00000136720,HS6ST1,O60243
nucleoplasm,ENSG00000149187,CELF1,Q92879
nucleoplasm,ENSG00000066336,SPI1,P17947
cytosol,ENSG00000101444,AHCY,P23526
nucleoplasm,ENSG00000196482,ESRRG,P62508
cytosol,ENSG00000040275,SPDL1,Q96EA4
nucleoplasm,ENSG00000122203,KIAA1191,Q96A73
nucleoplasm,ENSG00000132964,CDK8,P49336
cytosol,ENSG00000109572,CLCN3,P51790
cytosol,"ENSG00000198354,ENSG00000198889","DCAF12L2,DCAF12L1","Q5VW00,Q5VU92"
cytosol,ENSG00000233276,GPX1,P07203
nucleoplasm,ENSG00000105750,ZNF85,Q03923
nucleoplasm,ENSG00000213398,LCAT,P04180
cytosol,ENSG00000184979,USP18,Q9UMW8
cytosol,ENSG00000189369,GSPT2,Q8IYD1
cytosol,ENSG00000002919,SNX11,Q9Y5W9
cytosol,ENSG00000077264,PAK3,O75914
nucleoplasm,ENSG00000203872,C6orf163,Q5TEZ5
nucleoplasm,ENSG00000162419,GMEB1,Q9Y692
nucleoplasm,"ENSG00000160201,ENSG00000275895","U2AF1,U2AF1L5","Q01081,P0DN76"
nucleoplasm,ENSG00000114503,NCBP2,P52298
cytosol,ENSG00000123992,DNPEP,Q9ULA0
cytosol,ENSG00000144559,TAMM41,Q96BW9
nucleoplasm,ENSG00000198113,TOR4A,Q9NXH8
nucleoplasm,ENSG00000184517,ZFP1,Q6P2D0
nucleoplasm,ENSG00000183624,HMCES,Q96FZ2
nucleoplasm,ENSG00000181135,ZNF707,Q96C28
nucleoplasm,ENSG00000204540,PSORS1C1,Q9UIG5
nucleoplasm,ENSG00000071242,RPS6KA2,Q15349
nucleoplasm,ENSG00000125885,MCM8,Q9UJA3
nucleoplasm,ENSG00000085274,MYNN,Q9NPC7
nucleoplasm,ENSG00000143799,PARP1,P09874
nucleoplasm,ENSG00000167986,DDB1,Q16531
nucleoplasm,ENSG00000137807,KIF23,Q02241
nucleoplasm,ENSG00000122870,BICC1,Q9H694
nucleoplasm,ENSG00000160584,SIK3,
nucleoplasm,"ENSG00000264230,ENSG00000265190","ANXA8L1,ANXA8","Q5VT79,P13928"
nucleoplasm,ENSG00000174032,SLC25A30,Q5SVS4
nucleoplasm,ENSG00000148362,C9orf142,Q9BUH6
nucleoplasm,ENSG00000187325,TAF9B,Q9HBM6
nucleoplasm,ENSG00000215114,UBXN2B,Q14CS0
cytosol,ENSG00000204439,C6orf47,O95873
nucleoplasm,ENSG00000100426,ZBED4,O75132
nucleoplasm,ENSG00000070404,FSTL3,O95633
nucleoplasm,"ENSG00000169627,ENSG00000183336","BOLA2B,BOLA2",Q9H3K6
cytosol,"ENSG00000070756,ENSG00000151846","PABPC1,PABPC3","P11940,Q9H361"
nucleoplasm,ENSG00000168010,ATG16L2,Q8NAA4
nucleoplasm,ENSG00000221886,ZBED8,Q8IZ13
nucleoplasm,ENSG00000155275,TRMT44,Q8IYL2
nucleoplasm,ENSG00000176396,EID2,Q8N6I1
