level_b,ensg_id,gene_name,uniprot_id
nucleoplasm,ENSG00000123095,BHLHE41,Q9C0J9
nucleoplasm,ENSG00000103319,EEF2K,O00418
cytosol,ENSG00000198142,SOWAHC,Q53LP3
nucleoplasm,ENSG00000165804,ZNF219,Q9P2Y4
nucleoplasm,ENSG00000141560,FN3KRP,Q9HA64
nucleoplasm,ENSG00000063169,GLTSCR1,Q9NZM4
cytosol,ENSG00000167103,PIP5KL1,Q5T9C9
nucleoplasm,ENSG00000184486,POU3F2,P20265
nucleoplasm,ENSG00000075188,NUP37,Q8NFH4
nucleoplasm,ENSG00000183337,BCOR,Q6W2J9
nucleoplasm,ENSG00000104969,SGTA,O43765
cytosol,ENSG00000145741,BTF3,P20290
cytosol,ENSG00000139433,GLTP,Q9NZD2
cytosol,ENSG00000067057,PFKP,Q01813
cytosol,ENSG00000174325,DIRC1,Q969H9
cytosol,ENSG00000173085,COQ2,Q96H96
cytosol,ENSG00000189308,LIN54,Q6MZP7
nucleoplasm,ENSG00000269858,EGLN2,Q96KS0
nucleoplasm,"ENSG00000174428,ENSG00000196275","GTF2IRD2B,GTF2IRD2","Q6EKJ0,Q86UP8"
nucleoplasm,ENSG00000214753,HNRNPUL2,Q1KMD3
nucleoplasm,ENSG00000136144,RCBTB1,Q8NDN9
nucleoplasm,ENSG00000152795,HNRNPDL,O14979
cytosol,ENSG00000224051,CPTP,Q5TA50
nucleoplasm,ENSG00000197905,TEAD4,Q15561
nucleoplasm,ENSG00000185085,INTS5,Q6P9B9
nucleoplasm,ENSG00000160318,CLDND2,Q8NHS1
nucleoplasm,"ENSG00000128383,ENSG00000179750","APOBEC3A,APOBEC3B","P31941,Q9UH17"
cytosol,ENSG00000171848,RRM2,P31350
nucleoplasm,ENSG00000083093,PALB2,Q86YC2
cytosol,ENSG00000239779,WBP1,Q96G27
nucleoplasm,ENSG00000147596,PRDM14,Q9GZV8
nucleoplasm,ENSG00000141485,SLC13A5,Q86YT5
nucleoplasm,ENSG00000136478,TEX2,Q8IWB9
nucleoplasm,ENSG00000143603,KCNN3,Q9UGI6
nucleoplasm,ENSG00000143179,UCK2,Q9BZX2
nucleoplasm,ENSG00000109065,NAT9,Q9BTE0
cytosol,ENSG00000167325,RRM1,P23921
nucleoplasm,ENSG00000084774,CAD,P27708
nucleoplasm,ENSG00000131153,GINS2,Q9Y248
nucleoplasm,ENSG00000164941,INTS8,Q75QN2
nucleoplasm,ENSG00000100554,ATP6V1D,Q9Y5K8
nucleoplasm,ENSG00000132321,IQCA1,Q86XH1
nucleoplasm,ENSG00000172465,TCEAL1,Q15170
nucleoplasm,ENSG00000170500,LONRF2,Q1L5Z9
nucleoplasm,ENSG00000138606,SHF,Q7M4L6
cytosol,ENSG00000101084,C20orf24,Q9BUV8
nucleoplasm,ENSG00000016082,ISL1,P61371
nucleoplasm,ENSG00000196865,NHLRC2,Q8NBF2
nucleoplasm,"ENSG00000147274,ENSG00000213516","RBMX,RBMXL1","P38159,Q96E39"
nucleoplasm,ENSG00000189362,NEMP2,A6NFY4
cytosol,ENSG00000090097,PCBP4,P57723
nucleoplasm,ENSG00000124795,DEK,P35659
cytosol,ENSG00000139977,NAA30,Q147X3
cytosol,ENSG00000100365,NCF4,Q15080
nucleoplasm,ENSG00000145029,NICN1,Q9BSH3
nucleoplasm,ENSG00000138050,THUMPD2,Q9BTF0
cytosol,ENSG00000164077,MON1A,Q86VX9
cytosol,ENSG00000162430,SEPN1,Q9NZV5
nucleoplasm,ENSG00000138750,NUP54,Q7Z3B4
nucleoplasm,ENSG00000153404,PLEKHG4B,Q96PX9
cytosol,ENSG00000184432,COPB2,P35606
nucleoplasm,"ENSG00000145216,ENSG00000282278","FIP1L1,RP11-231C18.3",Q6UN15
cytosol,ENSG00000118193,KIF14,Q15058
nucleoplasm,ENSG00000114738,MAPKAPK3,Q16644
nucleoplasm,ENSG00000155545,MIER3,Q7Z3K6
nucleoplasm,ENSG00000172183,ISG20,Q96AZ6
nucleoplasm,ENSG00000020256,ZFP64,"Q9NTW7,Q9NPA5"
nucleoplasm,ENSG00000175197,DDIT3,P35638
nucleoplasm,ENSG00000135899,SP110,Q9HB58
nucleoplasm,ENSG00000105993,DNAJB6,O75190
cytosol,ENSG00000163069,SGCB,Q16585
nucleoplasm,ENSG00000153187,HNRNPU,Q00839
nucleoplasm,ENSG00000111110,PPM1H,Q9ULR3
cytosol,ENSG00000175352,NRIP3,Q9NQ35
nucleoplasm,ENSG00000077514,POLD3,Q15054
nucleoplasm,ENSG00000213638,ADAT3,
nucleoplasm,ENSG00000186951,PPARA,Q07869
nucleoplasm,ENSG00000178882,FAM101A,Q6ZTI6
nucleoplasm,"ENSG00000187325,ENSG00000273841","TAF9B,TAF9","Q9HBM6,Q16594"
nucleoplasm,"ENSG00000139842,ENSG00000158290","CUL4A,CUL4B","Q13619,Q13620"
nucleoplasm,ENSG00000104472,CHRAC1,Q9NRG0
nucleoplasm,ENSG00000164105,SAP30,O75446
nucleoplasm,ENSG00000180964,TCEAL8,Q8IYN2
nucleoplasm,ENSG00000170448,NFXL1,Q6ZNB6
nucleoplasm,ENSG00000100626,GALNT16,Q8N428
nucleoplasm,ENSG00000139515,PDX1,P52945
nucleoplasm,ENSG00000164626,KCNK5,O95279
nucleoplasm,ENSG00000070495,JMJD6,Q6NYC1
nucleoplasm,ENSG00000183011,NAA38,Q9BRA0
nucleoplasm,"ENSG00000101266,ENSG00000254598","CSNK2A1,CSNK2A3","P68400,Q8NEV1"
nucleoplasm,ENSG00000183260,ABHD16B,Q9H3Z7
cytosol,ENSG00000066027,PPP2R5A,Q15172
cytosol,ENSG00000064655,EYA2,O00167
cytosol,ENSG00000137941,TTLL7,Q6ZT98
nucleoplasm,ENSG00000244754,N4BP2L2,Q92802
nucleoplasm,ENSG00000140836,ZFHX3,Q15911
nucleoplasm,ENSG00000163939,PBRM1,Q86U86
nucleoplasm,ENSG00000169635,HIC2,Q96JB3
nucleoplasm,ENSG00000177606,JUN,P05412
nucleoplasm,ENSG00000103495,MAZ,P56270
cytosol,ENSG00000204599,TRIM39,Q9HCM9
nucleoplasm,ENSG00000275004,ZNF280B,Q86YH2
nucleoplasm,ENSG00000070444,MNT,Q99583
nucleoplasm,ENSG00000147118,ZNF182,P17025
nucleoplasm,ENSG00000156127,BATF,Q16520
nucleoplasm,ENSG00000156136,DCK,P27707
cytosol,ENSG00000179476,C14orf28,Q4W4Y0
nucleoplasm,ENSG00000103145,HCFC1R1,Q9NWW0
cytosol,ENSG00000164465,DCBLD1,Q8N8Z6
nucleoplasm,ENSG00000197050,ZNF420,Q8TAQ5
nucleoplasm,ENSG00000179922,ZNF784,Q8NCA9
nucleoplasm,ENSG00000143228,NUF2,Q9BZD4
nucleoplasm,ENSG00000213246,SUPT4H1,P63272
cytosol,ENSG00000183208,GDPGP1,Q6ZNW5
cytosol,"ENSG00000003096,ENSG00000198642","KLHL13,KLHL9","Q9P2N7,Q9P2J3"
cytosol,ENSG00000133256,PDE6B,P35913
nucleoplasm,ENSG00000129993,CBFA2T3,O75081
nucleoplasm,ENSG00000108813,DLX4,Q92988
nucleoplasm,ENSG00000108604,SMARCD2,Q92925
nucleoplasm,ENSG00000205922,ONECUT3,O60422
nucleoplasm,ENSG00000151881,C5orf28,Q0VDI3
nucleoplasm,ENSG00000158055,GRHL3,Q8TE85
nucleoplasm,ENSG00000156500,FAM122C,Q6P4D5
nucleoplasm,ENSG00000123144,C19orf43,Q9BQ61
nucleoplasm,ENSG00000177943,MAMDC4,Q6UXC1
nucleoplasm,ENSG00000204315,FKBPL,Q9UIM3
nucleoplasm,ENSG00000109339,MAPK10,P53779
nucleoplasm,ENSG00000104447,TRPS1,Q9UHF7
nucleoplasm,ENSG00000197872,FAM49A,Q9H0Q0
nucleoplasm,ENSG00000186806,VSIG10L,Q86VR7
nucleoplasm,ENSG00000104859,CLASRP,Q8N2M8
cytosol,ENSG00000074211,PPP2R2C,Q9Y2T4
cytosol,ENSG00000143093,STRIP1,Q5VSL9
nucleoplasm,ENSG00000134532,SOX5,P35711
nucleoplasm,ENSG00000119684,MLH3,Q9UHC1
nucleoplasm,ENSG00000172000,ZNF556,Q9HAH1
nucleoplasm,ENSG00000197579,TOPORS,Q9NS56
nucleoplasm,ENSG00000168214,RBPJ,Q06330
nucleoplasm,ENSG00000111602,TIMELESS,Q9UNS1
cytosol,"ENSG00000143954,ENSG00000172016","REG3G,REG3A","Q6UW15,Q06141"
nucleoplasm,ENSG00000144857,BOC,Q9BWV1
nucleoplasm,ENSG00000172201,ID4,P47928
cytosol,ENSG00000170890,PLA2G1B,P04054
nucleoplasm,ENSG00000198517,MAFK,O60675
nucleoplasm,ENSG00000153561,RMND5A,Q9H871
nucleoplasm,ENSG00000068878,PSME4,Q14997
nucleoplasm,ENSG00000101098,RIMS4,Q9H426
nucleoplasm,ENSG00000132740,IGHMBP2,P38935
nucleoplasm,ENSG00000172992,DCAKD,Q8WVC6
nucleoplasm,ENSG00000161179,YDJC,A8MPS7
nucleoplasm,ENSG00000186073,C15orf41,Q9Y2V0
nucleoplasm,ENSG00000198730,CTR9,Q6PD62
nucleoplasm,ENSG00000185453,C19orf68,Q86XI8
cytosol,ENSG00000063245,EPN1,Q9Y6I3
nucleoplasm,ENSG00000172216,CEBPB,P17676
nucleoplasm,ENSG00000166452,AKIP1,Q9NQ31
nucleoplasm,ENSG00000204304,PBX2,P40425
nucleoplasm,ENSG00000019144,PHLDB1,Q86UU1
nucleoplasm,ENSG00000139405,RITA1,Q96K30
nucleoplasm,ENSG00000162231,NXF1,Q9UBU9
cytosol,ENSG00000162976,PQLC3,Q8N755
nucleoplasm,ENSG00000161265,U2AF1L4,Q8WU68
nucleoplasm,ENSG00000160803,UBQLN4,Q9NRR5
nucleoplasm,ENSG00000166068,SPRED1,Q7Z699
nucleoplasm,ENSG00000183255,PTTG1IP,P53801
nucleoplasm,ENSG00000163166,IWS1,Q96ST2
nucleoplasm,ENSG00000105618,PRPF31,Q8WWY3
nucleoplasm,ENSG00000185619,PCGF3,Q3KNV8
nucleoplasm,ENSG00000164932,CTHRC1,Q96CG8
nucleoplasm,ENSG00000120875,DUSP4,Q13115
nucleoplasm,ENSG00000078399,HOXA9,P31269
nucleoplasm,ENSG00000173889,PHC3,Q8NDX5
nucleoplasm,ENSG00000078687,TNRC6C,Q9HCJ0
nucleoplasm,ENSG00000178409,BEND3,Q5T5X7
nucleoplasm,ENSG00000168672,FAM84B,Q96KN1
nucleoplasm,ENSG00000169375,SIN3A,Q96ST3
nucleoplasm,ENSG00000168564,CDKN2AIP,Q9NXV6
nucleoplasm,ENSG00000177426,TGIF1,Q15583
nucleoplasm,ENSG00000276293,PIP4K2B,P78356
nucleoplasm,ENSG00000161243,FBXO27,Q8NI29
nucleoplasm,ENSG00000115297,TLX2,O43763
nucleoplasm,ENSG00000198933,TBKBP1,A7MCY6
nucleoplasm,ENSG00000105357,MYH14,Q7Z406
cytosol,ENSG00000161542,PRPSAP1,Q14558
nucleoplasm,"ENSG00000171466,ENSG00000171469","ZNF562,ZNF561","Q6V9R5,Q8N587"
nucleoplasm,ENSG00000138443,ABI2,Q9NYB9
nucleoplasm,ENSG00000140470,ADAMTS17,Q8TE56
nucleoplasm,ENSG00000196381,ZNF781,Q8N8C0
cytosol,ENSG00000188677,PARVB,Q9HBI1
nucleoplasm,ENSG00000174437,ATP2A2,P16615
nucleoplasm,ENSG00000183530,PRR14L,Q5THK1
nucleoplasm,ENSG00000144579,CTDSP1,Q9GZU7
nucleoplasm,ENSG00000100911,PSME2,Q9UL46
nucleoplasm,ENSG00000066697,MSANTD3,Q96H12
nucleoplasm,ENSG00000139793,MBNL2,Q5VZF2
nucleoplasm,ENSG00000149716,ORAOV1,Q8WV07
cytosol,ENSG00000254726,MEX3A,A1L020
nucleoplasm,ENSG00000135374,ELF5,Q9UKW6
nucleoplasm,"ENSG00000189339,ENSG00000215790","SLC35E2B,SLC35E2","P0CK96,P0CK97"
cytosol,ENSG00000162745,OLFML2B,Q68BL8
nucleoplasm,ENSG00000218891,ZNF579,Q8NAF0
nucleoplasm,ENSG00000054967,RELT,Q969Z4
nucleoplasm,ENSG00000083307,GRHL2,Q6ISB3
nucleoplasm,ENSG00000159184,HOXB13,Q92826
nucleoplasm,ENSG00000178860,MSC,O60682
cytosol,ENSG00000138036,DYNC2LI1,Q8TCX1
nucleoplasm,ENSG00000161860,SYCE2,Q6PIF2
nucleoplasm,ENSG00000008196,TFAP2B,Q92481
nucleoplasm,ENSG00000167105,TMEM92,Q6UXU6
nucleoplasm,ENSG00000130522,JUND,P17535
nucleoplasm,ENSG00000099817,POLR2E,P19388
nucleoplasm,ENSG00000244405,ETV5,P41161
nucleoplasm,ENSG00000118689,FOXO3,O43524
nucleoplasm,ENSG00000116990,MYCL,P12524
nucleoplasm,ENSG00000130844,ZNF331,Q9NQX6
nucleoplasm,ENSG00000169594,BNC1,Q01954
nucleoplasm,ENSG00000134954,ETS1,P14921
nucleoplasm,ENSG00000187741,FANCA,O15360
nucleoplasm,ENSG00000132002,DNAJB1,P25685
nucleoplasm,ENSG00000164853,UNCX,A6NJT0
cytosol,ENSG00000198840,MT-ND3,P03897
nucleoplasm,ENSG00000146285,SCML4,Q8N228
cytosol,ENSG00000173418,NAA20,P61599
nucleoplasm,ENSG00000132341,RAN,P62826
cytosol,ENSG00000101052,IFT52,Q9Y366
cytosol,ENSG00000173039,RELA,Q04206
nucleoplasm,ENSG00000114923,SLC4A3,P48751
nucleoplasm,ENSG00000277258,PCGF2,P35227
cytosol,ENSG00000052344,PRSS8,Q16651
nucleoplasm,ENSG00000105967,TFEC,O14948
nucleoplasm,ENSG00000136527,TRA2B,P62995
cytosol,ENSG00000271601,LIX1L,Q8IVB5
nucleoplasm,ENSG00000198816,ZNF358,Q9NW07
nucleoplasm,ENSG00000119760,SUPT7L,O94864
nucleoplasm,ENSG00000110066,SUV420H1,Q4FZB7
nucleoplasm,ENSG00000204231,RXRB,P28702
nucleoplasm,ENSG00000135903,PAX3,P23760
nucleoplasm,ENSG00000197860,SGTB,Q96EQ0
nucleoplasm,ENSG00000148297,MED22,Q15528
cytosol,ENSG00000135503,ACVR1B,P36896
nucleoplasm,ENSG00000059378,PARP12,Q9H0J9
cytosol,ENSG00000055332,EIF2AK2,P19525
nucleoplasm,ENSG00000163132,MSX1,P28360
cytosol,ENSG00000083099,LYRM2,Q9NU23
nucleoplasm,ENSG00000082014,SMARCD3,Q6STE5
cytosol,ENSG00000177169,ULK1,O75385
nucleoplasm,ENSG00000198026,ZNF335,Q9H4Z2
nucleoplasm,ENSG00000130726,TRIM28,Q13263
nucleoplasm,ENSG00000128714,HOXD13,P35453
nucleoplasm,ENSG00000125285,SOX21,Q9Y651
nucleoplasm,ENSG00000204682,CASC10,Q5T4H9
nucleoplasm,ENSG00000175087,PDIK1L,Q8N165
nucleoplasm,ENSG00000180182,MED14,O60244
nucleoplasm,ENSG00000196420,S100A5,P33763
nucleoplasm,ENSG00000158825,CDA,P32320
nucleoplasm,ENSG00000135334,AKIRIN2,Q53H80
nucleoplasm,ENSG00000136925,TSTD2,Q5T7W7
cytosol,ENSG00000145191,EIF2B5,Q13144
nucleoplasm,ENSG00000054277,OPN3,Q9H1Y3
cytosol,ENSG00000196497,IPO4,Q8TEX9
nucleoplasm,ENSG00000102243,VGLL1,Q99990
cytosol,"ENSG00000053371,ENSG00000162482","AKR7A2,AKR7A3","O43488,O95154"
nucleoplasm,ENSG00000164961,KIAA0196,Q12768
nucleoplasm,ENSG00000089225,TBX5,Q99593
cytosol,ENSG00000251692,PTX4,Q96A99
cytosol,ENSG00000168917,SLC35G2,Q8TBE7
nucleoplasm,ENSG00000106346,USP42,Q9H9J4
nucleoplasm,ENSG00000167657,DAPK3,O43293
cytosol,ENSG00000011454,RABGAP1,Q9Y3P9
nucleoplasm,ENSG00000154262,ABCA6,Q8N139
nucleoplasm,ENSG00000136514,RTP4,Q96DX8
cytosol,ENSG00000129521,EGLN3,Q9H6Z9
cytosol,ENSG00000163947,ARHGEF3,Q9NR81
nucleoplasm,ENSG00000120093,HOXB3,P14651
nucleoplasm,ENSG00000101138,CSTF1,Q05048
nucleoplasm,ENSG00000177614,PGBD5,Q8N414
cytosol,ENSG00000100991,TRPC4AP,Q8TEL6
nucleoplasm,ENSG00000257949,TEN1,Q86WV5
nucleoplasm,ENSG00000182916,TCEAL7,Q9BRU2
nucleoplasm,ENSG00000071894,CPSF1,Q10570
nucleoplasm,ENSG00000198856,OSTC,Q9NRP0
nucleoplasm,ENSG00000170370,EMX2,Q04743
nucleoplasm,"ENSG00000147121,ENSG00000251192","KRBOX4,ZNF674","Q5JUW0,Q2M3X9"
nucleoplasm,ENSG00000176182,MYPOP,Q86VE0
nucleoplasm,ENSG00000106829,TLE4,Q04727
cytosol,ENSG00000075461,CACNG4,Q9UBN1
nucleoplasm,ENSG00000172922,RNASEH2C,Q8TDP1
nucleoplasm,ENSG00000184990,SIVA1,O15304
nucleoplasm,ENSG00000077616,NAALAD2,Q9Y3Q0
nucleoplasm,ENSG00000122566,HNRNPA2B1,P22626
cytosol,ENSG00000156873,PHKG2,P15735
nucleoplasm,ENSG00000168234,TTC39C,Q8N584
nucleoplasm,ENSG00000235098,ANKRD65,E5RJM6
nucleoplasm,ENSG00000259120,SMIM6,P0DI80
nucleoplasm,ENSG00000109674,NEIL3,Q8TAT5
cytosol,ENSG00000099901,RANBP1,P43487
nucleoplasm,ENSG00000238227,C9orf69,H0YL14
nucleoplasm,ENSG00000145414,NAF1,Q96HR8
cytosol,ENSG00000166816,LDHD,Q86WU2
nucleoplasm,ENSG00000103510,KAT8,Q9H7Z6
nucleoplasm,ENSG00000170144,HNRNPA3,P51991
nucleoplasm,ENSG00000153531,ADPRHL1,Q8NDY3
nucleoplasm,ENSG00000088053,GP6,Q9HCN6
cytosol,ENSG00000166963,MAP1A,P78559
nucleoplasm,ENSG00000197714,ZNF460,Q14592
cytosol,ENSG00000082684,SEMA5B,Q9P283
cytosol,ENSG00000068383,INPP5A,Q14642
nucleoplasm,"ENSG00000157349,ENSG00000168872,ENSG00000260537","DDX19B,DDX19A,RP11-529K1.3","Q9UMR2,Q9NUU7"
nucleoplasm,ENSG00000196263,ZNF471,Q9BX82
cytosol,ENSG00000185418,TARSL2,A2RTX5
nucleoplasm,ENSG00000204392,LSM2,Q9Y333
nucleoplasm,ENSG00000205683,DPF3,Q92784
nucleoplasm,ENSG00000175592,FOSL1,P15407
cytosol,ENSG00000254656,RTL1,A6NKG5
nucleoplasm,ENSG00000196196,HRCT1,Q6UXD1
nucleoplasm,ENSG00000148308,GTF3C5,Q9Y5Q8
cytosol,ENSG00000092929,UNC13D,Q70J99
nucleoplasm,ENSG00000148400,NOTCH1,P46531
nucleoplasm,ENSG00000180626,ZNF594,Q96JF6
nucleoplasm,ENSG00000162227,TAF6L,Q9Y6J9
nucleoplasm,ENSG00000203760,CENPW,Q5EE01
nucleoplasm,ENSG00000177479,ARIH2,O95376
nucleoplasm,ENSG00000131788,PIAS3,Q9Y6X2
nucleoplasm,ENSG00000132522,GPS2,Q13227
nucleoplasm,ENSG00000071243,ING3,Q9NXR8
nucleoplasm,ENSG00000221869,CEBPD,P49716
nucleoplasm,ENSG00000117616,RSRP1,Q9BUV0
nucleoplasm,ENSG00000166265,CYYR1,Q96J86
nucleoplasm,ENSG00000214491,SEC14L6,B5MCN3
nucleoplasm,ENSG00000215397,SCRT2,Q9NQ03
nucleoplasm,ENSG00000168505,GBX2,P52951
nucleoplasm,ENSG00000143977,SNRPG,P62308
nucleoplasm,"ENSG00000125835,ENSG00000128739","SNRPB,SNRPN","P14678,P63162"
nucleoplasm,ENSG00000119402,FBXW2,Q9UKT8
nucleoplasm,ENSG00000143919,CAMKMT,Q7Z624
nucleoplasm,ENSG00000108510,MED13,Q9UHV7
nucleoplasm,ENSG00000204839,MROH6,A6NGR9
cytosol,ENSG00000154122,ANKH,Q9HCJ1
nucleoplasm,"ENSG00000137878,ENSG00000255529","GCOM1,POLR2M","P0CAP2,Q6EEV4"
nucleoplasm,ENSG00000108924,HLF,Q16534
cytosol,"ENSG00000156976,ENSG00000161960","EIF4A2,EIF4A1","Q14240,P60842"
nucleoplasm,ENSG00000254827,SLC22A18AS,Q8N1D0
nucleoplasm,ENSG00000128513,POT1,Q9NUX5
nucleoplasm,"ENSG00000152443,ENSG00000269026","ZNF776,AC003006.7",Q68DI1
nucleoplasm,ENSG00000214706,IFRD2,Q12894
cytosol,ENSG00000184557,SOCS3,O14543
nucleoplasm,ENSG00000234284,ZNF879,B4DU55
nucleoplasm,ENSG00000127445,PIN1,Q13526
nucleoplasm,ENSG00000171462,DLK2,Q6UY11
cytosol,ENSG00000198355,PIM3,Q86V86
nucleoplasm,ENSG00000078043,PIAS2,O75928
nucleoplasm,ENSG00000104973,MED25,Q71SY5
nucleoplasm,ENSG00000235750,KIAA0040,Q15053
nucleoplasm,ENSG00000100146,SOX10,P56693
nucleoplasm,ENSG00000147124,ZNF41,P51814
nucleoplasm,ENSG00000155760,FZD7,O75084
nucleoplasm,ENSG00000112237,CCNC,P24863
nucleoplasm,ENSG00000107077,KDM4C,Q9H3R0
nucleoplasm,ENSG00000173421,CCDC36,Q8IYA8
nucleoplasm,ENSG00000169813,HNRNPF,P52597
nucleoplasm,ENSG00000241484,ARHGAP8,P85298
nucleoplasm,ENSG00000205710,C17orf107,Q6ZR85
nucleoplasm,ENSG00000113649,TCERG1,O14776
nucleoplasm,ENSG00000158435,CNOT11,Q9UKZ1
nucleoplasm,ENSG00000131408,NR1H2,P55055
cytosol,ENSG00000105639,JAK3,P52333
cytosol,ENSG00000105327,BBC3,"Q96PG8,Q9BXH1"
cytosol,ENSG00000168918,INPP5D,Q92835
cytosol,ENSG00000162736,NCSTN,Q92542
nucleoplasm,ENSG00000111799,COL12A1,Q99715
cytosol,ENSG00000116830,TTF2,Q9UNY4
nucleoplasm,ENSG00000115464,USP34,Q70CQ2
cytosol,ENSG00000125869,LAMP5,Q9UJQ1
nucleoplasm,ENSG00000169297,NR0B1,P51843
nucleoplasm,ENSG00000101331,CCM2L,Q9NUG4
nucleoplasm,ENSG00000133315,MACROD1,Q9BQ69
nucleoplasm,ENSG00000185669,SNAI3,Q3KNW1
nucleoplasm,ENSG00000198855,FICD,Q9BVA6
cytosol,ENSG00000108622,ICAM2,P13598
cytosol,ENSG00000055208,TAB2,Q9NYJ8
nucleoplasm,ENSG00000146587,RBAK,Q9NYW8
nucleoplasm,ENSG00000099949,LZTR1,Q8N653
nucleoplasm,ENSG00000089094,KDM2B,Q8NHM5
nucleoplasm,ENSG00000012779,ALOX5,P09917
nucleoplasm,ENSG00000079277,MKNK1,Q9BUB5
nucleoplasm,ENSG00000120158,RCL1,Q9Y2P8
nucleoplasm,ENSG00000196781,TLE1,Q04724
cytosol,ENSG00000157833,GAREML,Q75VX8
nucleoplasm,ENSG00000186166,CCDC84,Q86UT8
cytosol,ENSG00000168032,ENTPD3,O75355
cytosol,"ENSG00000178917,ENSG00000196345","ZNF852,ZKSCAN7","Q6ZMS4,Q9P0L1"
cytosol,ENSG00000164068,RNF123,Q5XPI4
cytosol,ENSG00000105321,CCDC9,Q9Y3X0
nucleoplasm,ENSG00000126457,PRMT1,Q99873
nucleoplasm,"ENSG00000178935,ENSG00000196724,ENSG00000204514,ENSG00000269343","ZNF552,ZNF418,ZNF814,ZNF587B","Q9H707,Q8TF45,B7Z6K7,E7ETH6"
cytosol,"ENSG00000021461,ENSG00000106258,ENSG00000160868,ENSG00000160870,ENSG00000282301","CYP3A43,CYP3A5,CYP3A4,CYP3A7,CYP3A7-CYP3A51P","Q9HB55,P20815,P08684,P24462"
nucleoplasm,ENSG00000130751,NPAS1,Q99742
cytosol,ENSG00000135643,KCNMB4,Q86W47
nucleoplasm,ENSG00000132664,POLR3F,Q9H1D9
cytosol,ENSG00000124374,PAIP2B,Q9ULR5
cytosol,ENSG00000127922,SHFM1,"P60896,Q6ZVN7"
nucleoplasm,ENSG00000173673,HES3,Q5TGS1
nucleoplasm,ENSG00000143772,ITPKB,P27987
nucleoplasm,ENSG00000164089,ETNPPL,Q8TBG4
nucleoplasm,ENSG00000167637,ZNF283,Q8N7M2
nucleoplasm,ENSG00000115163,CENPA,P49450
cytosol,"ENSG00000196531,ENSG00000253506","NACA,NACA2","E9PAV3,Q13765,Q9H009"
cytosol,ENSG00000230510,PPP5D1,E7EU14
nucleoplasm,ENSG00000170293,CMTM8,Q8IZV2
nucleoplasm,ENSG00000142528,ZNF473,Q8WTR7
cytosol,ENSG00000167775,CD320,Q9NPF0
nucleoplasm,ENSG00000203883,SOX18,P35713
nucleoplasm,ENSG00000136944,LMX1B,O60663
cytosol,ENSG00000170425,ADORA2B,P29275
nucleoplasm,ENSG00000256294,ZNF225,Q9UK10
nucleoplasm,ENSG00000115942,ORC2,Q13416
cytosol,ENSG00000059145,UNKL,Q9H9P5
nucleoplasm,ENSG00000157106,SMG1,Q96Q15
nucleoplasm,ENSG00000179943,FIZ1,Q96SL8
cytosol,ENSG00000165660,FAM175B,Q15018
cytosol,ENSG00000185634,SHC4,Q6S5L8
nucleoplasm,ENSG00000173261,PLAC8L1,A1L4L8
nucleoplasm,ENSG00000109132,PHOX2B,Q99453
cytosol,ENSG00000065000,AP3D1,O14617
nucleoplasm,ENSG00000055609,KMT2C,Q8NEZ4
nucleoplasm,ENSG00000151623,NR3C2,P08235
cytosol,ENSG00000138381,ASNSD1,Q9NWL6
nucleoplasm,ENSG00000089723,OTUB2,Q96DC9
nucleoplasm,ENSG00000124459,ZNF45,Q02386
cytosol,ENSG00000122966,CIT,O14578
nucleoplasm,ENSG00000120068,HOXB8,P17481
cytosol,ENSG00000167920,TMEM99,Q8N816
cytosol,ENSG00000222009,BTBD19,C9JJ37
cytosol,ENSG00000198408,MGEA5,O60502
nucleoplasm,ENSG00000106009,BRAT1,Q6PJG6
nucleoplasm,ENSG00000196233,LCOR,"Q96JN0,Q8N655"
nucleoplasm,ENSG00000006468,ETV1,P50549
cytosol,ENSG00000197008,ZNF138,P52744
cytosol,"ENSG00000237847,ENSG00000268674,ENSG00000268991,ENSG00000279132","FAM231A,FAM231B,FAM231C","P0DMU4,P0DMU3,A6NCW3,P0DMU5"
cytosol,ENSG00000140600,SH3GL3,Q99963
cytosol,ENSG00000205423,CNEP1R1,Q8N9A8
cytosol,ENSG00000145287,PLAC8,Q9NZF1
